image_path,filename,category,crop,disease,treatment,is_healthy
kaggle_images/Pepper__bell___healthy_d8e3f7ec-b032-4e15-b593-895d1299cb4f___JR_HL 8377.JPG,Pepper__bell___healthy_d8e3f7ec-b032-4e15-b593-895d1299cb4f___JR_HL 8377.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_d9078c6d-9a57-43d5-bd00-e2a7fd93f881___JR_HL 8738.JPG,Pepper__bell___healthy_d9078c6d-9a57-43d5-bd00-e2a7fd93f881___JR_HL 8738.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_d91405d3-8115-4004-99d3-dcb4c5f8a1d6___JR_HL 7725.JPG,Pepper__bell___healthy_d91405d3-8115-4004-99d3-dcb4c5f8a1d6___JR_HL 7725.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_d91c3b56-5777-46cb-bda2-1fca87e5cd82___JR_HL 8339.JPG,Pepper__bell___healthy_d91c3b56-5777-46cb-bda2-1fca87e5cd82___JR_HL 8339.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_d93007b0-adaa-43d4-80be-d796d59944e6___JR_HL 7683.JPG,Pepper__bell___healthy_d93007b0-adaa-43d4-80be-d796d59944e6___JR_HL 7683.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_d93780fa-76b4-46ff-b182-36fe7181e2b3___JR_HL 8894.JPG,Pepper__bell___healthy_d93780fa-76b4-46ff-b182-36fe7181e2b3___JR_HL 8894.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_d97b0635-c850-4406-b2d0-3217511b496c___JR_HL 8719.JPG,Pepper__bell___healthy_d97b0635-c850-4406-b2d0-3217511b496c___JR_HL 8719.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_d981e524-b82f-4e06-911f-01964192e36f___JR_HL 5914.JPG,Pepper__bell___healthy_d981e524-b82f-4e06-911f-01964192e36f___JR_HL 5914.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_da09c517-24f0-4351-94e5-d2b775b96f0f___JR_HL 7781.JPG,Pepper__bell___healthy_da09c517-24f0-4351-94e5-d2b775b96f0f___JR_HL 7781.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_da3e2c03-30e4-4d40-b3a4-d0caade300a0___JR_HL 8260.JPG,Pepper__bell___healthy_da3e2c03-30e4-4d40-b3a4-d0caade300a0___JR_HL 8260.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_da3feeb4-b339-4f86-82fd-ad83ac6636be___JR_HL 8493.JPG,Pepper__bell___healthy_da3feeb4-b339-4f86-82fd-ad83ac6636be___JR_HL 8493.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_da6be4a5-51ff-4bea-894e-9c5d1d3f699d___JR_HL 8205.JPG,Pepper__bell___healthy_da6be4a5-51ff-4bea-894e-9c5d1d3f699d___JR_HL 8205.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_da84d53c-1306-4823-99b5-abfe3e184b7f___JR_HL 7691.JPG,Pepper__bell___healthy_da84d53c-1306-4823-99b5-abfe3e184b7f___JR_HL 7691.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dae7bb76-d1f1-4f3e-8a07-143990c11ea1___JR_HL 8555.JPG,Pepper__bell___healthy_dae7bb76-d1f1-4f3e-8a07-143990c11ea1___JR_HL 8555.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_db1e3abc-d083-45a8-a9eb-d9f6247d17fc___JR_HL 7734.JPG,Pepper__bell___healthy_db1e3abc-d083-45a8-a9eb-d9f6247d17fc___JR_HL 7734.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_db39cf0e-cfe0-49d1-a5ed-5d69faa26507___JR_HL 8756.JPG,Pepper__bell___healthy_db39cf0e-cfe0-49d1-a5ed-5d69faa26507___JR_HL 8756.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_db4bdb10-130e-4705-bcf9-b3e9a38d1869___JR_HL 8318.JPG,Pepper__bell___healthy_db4bdb10-130e-4705-bcf9-b3e9a38d1869___JR_HL 8318.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_db57594f-4114-4312-a817-7f5fe70ac5ca___JR_HL 8066.JPG,Pepper__bell___healthy_db57594f-4114-4312-a817-7f5fe70ac5ca___JR_HL 8066.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_db858b36-753d-4f62-903b-07cbc2f59b15___JR_HL 8522.JPG,Pepper__bell___healthy_db858b36-753d-4f62-903b-07cbc2f59b15___JR_HL 8522.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dbadea40-bbdf-48e3-a5ad-7f78d2f335e0___JR_HL 8028.JPG,Pepper__bell___healthy_dbadea40-bbdf-48e3-a5ad-7f78d2f335e0___JR_HL 8028.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dbb6495b-0765-4d94-afad-6020819aa893___JR_HL 8233.JPG,Pepper__bell___healthy_dbb6495b-0765-4d94-afad-6020819aa893___JR_HL 8233.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dbced313-fc2a-4780-bf86-b50d1934580c___JR_HL 7565.JPG,Pepper__bell___healthy_dbced313-fc2a-4780-bf86-b50d1934580c___JR_HL 7565.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dbe9b4f1-d676-42fc-abca-8cf6fe58eda7___JR_HL 8516.JPG,Pepper__bell___healthy_dbe9b4f1-d676-42fc-abca-8cf6fe58eda7___JR_HL 8516.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dc16830f-b977-49cc-808b-9b1432a047a2___JR_HL 5925.JPG,Pepper__bell___healthy_dc16830f-b977-49cc-808b-9b1432a047a2___JR_HL 5925.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dc34f73a-daa6-4edb-a8e6-7db5ef8bf907___JR_HL 7967.JPG,Pepper__bell___healthy_dc34f73a-daa6-4edb-a8e6-7db5ef8bf907___JR_HL 7967.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dc4eacfe-7ead-4851-8a6c-e35b0e7acdd2___JR_HL 5812.JPG,Pepper__bell___healthy_dc4eacfe-7ead-4851-8a6c-e35b0e7acdd2___JR_HL 5812.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dc7bc940-f9ee-48ae-82da-3e8921e8b298___JR_HL 5831.JPG,Pepper__bell___healthy_dc7bc940-f9ee-48ae-82da-3e8921e8b298___JR_HL 5831.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dc962f4d-1d6a-4304-8977-2925bae01f00___JR_HL 8564.JPG,Pepper__bell___healthy_dc962f4d-1d6a-4304-8977-2925bae01f00___JR_HL 8564.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dc9bcd28-1f28-430c-9f05-9895174a2805___JR_HL 5975.JPG,Pepper__bell___healthy_dc9bcd28-1f28-430c-9f05-9895174a2805___JR_HL 5975.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dcbbd3f6-1854-45fd-abac-bc77a4e46e4e___JR_HL 7803.JPG,Pepper__bell___healthy_dcbbd3f6-1854-45fd-abac-bc77a4e46e4e___JR_HL 7803.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dcec6b1e-d2b9-4f53-b10d-9906ab9e2c47___JR_HL 8317.JPG,Pepper__bell___healthy_dcec6b1e-d2b9-4f53-b10d-9906ab9e2c47___JR_HL 8317.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dd056f7a-fcba-4f1a-b45c-f06da72c4f02___JR_HL 8012.JPG,Pepper__bell___healthy_dd056f7a-fcba-4f1a-b45c-f06da72c4f02___JR_HL 8012.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dd16947a-3e48-4da4-86c8-44ea14e16991___JR_HL 8252.JPG,Pepper__bell___healthy_dd16947a-3e48-4da4-86c8-44ea14e16991___JR_HL 8252.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dd7055a8-fe9e-4cc3-9b5f-79cc32e2f73d___JR_HL 8752.JPG,Pepper__bell___healthy_dd7055a8-fe9e-4cc3-9b5f-79cc32e2f73d___JR_HL 8752.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dd87648b-f981-45cc-828c-f4a4634630c9___JR_HL 8186.JPG,Pepper__bell___healthy_dd87648b-f981-45cc-828c-f4a4634630c9___JR_HL 8186.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dd87a0c1-aa21-4ad9-8f89-21735ee16a26___JR_HL 8097.JPG,Pepper__bell___healthy_dd87a0c1-aa21-4ad9-8f89-21735ee16a26___JR_HL 8097.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_ddb5f9d9-fd75-40e0-9c14-b09f38fb5cdc___JR_HL 5864.JPG,Pepper__bell___healthy_ddb5f9d9-fd75-40e0-9c14-b09f38fb5cdc___JR_HL 5864.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_ddbae87c-2126-40e3-9b72-f851c8b8100d___JR_HL 8599.JPG,Pepper__bell___healthy_ddbae87c-2126-40e3-9b72-f851c8b8100d___JR_HL 8599.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dddbe84f-16f2-42ba-ab89-1b3aad6b9658___JR_HL 7590.JPG,Pepper__bell___healthy_dddbe84f-16f2-42ba-ab89-1b3aad6b9658___JR_HL 7590.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dde55e95-3794-4046-aefd-685d2e8dafc9___JR_HL 8602.JPG,Pepper__bell___healthy_dde55e95-3794-4046-aefd-685d2e8dafc9___JR_HL 8602.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_ddf09dc7-034d-45c1-9a55-c8e09f87e5ed___JR_HL 8416.JPG,Pepper__bell___healthy_ddf09dc7-034d-45c1-9a55-c8e09f87e5ed___JR_HL 8416.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_de022e24-cd3f-4bf0-a009-85ee86f75bb6___JR_HL 7651.JPG,Pepper__bell___healthy_de022e24-cd3f-4bf0-a009-85ee86f75bb6___JR_HL 7651.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_de2f3a82-6e1b-4697-882f-1bb01dae700e___JR_HL 8491.JPG,Pepper__bell___healthy_de2f3a82-6e1b-4697-882f-1bb01dae700e___JR_HL 8491.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_de357e36-5be1-4e18-a590-77436b295089___JR_HL 8430.JPG,Pepper__bell___healthy_de357e36-5be1-4e18-a590-77436b295089___JR_HL 8430.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_de55360c-0b01-4556-b98e-d412ce6f8e49___JR_HL 8264.JPG,Pepper__bell___healthy_de55360c-0b01-4556-b98e-d412ce6f8e49___JR_HL 8264.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_de8f27ad-c53f-4481-affe-174d3690d559___JR_HL 8562.JPG,Pepper__bell___healthy_de8f27ad-c53f-4481-affe-174d3690d559___JR_HL 8562.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_ded136b7-be9e-4aad-9150-5318d6002a59___JR_HL 5856.JPG,Pepper__bell___healthy_ded136b7-be9e-4aad-9150-5318d6002a59___JR_HL 5856.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_df451c9c-6b43-4ed7-9f21-9df981439c8e___JR_HL 8253.JPG,Pepper__bell___healthy_df451c9c-6b43-4ed7-9f21-9df981439c8e___JR_HL 8253.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_df53547e-28ef-4619-8b01-aa2d50e6c8b3___JR_HL 8733.JPG,Pepper__bell___healthy_df53547e-28ef-4619-8b01-aa2d50e6c8b3___JR_HL 8733.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_df5a72ad-2928-4bcb-81d8-cfb85a3186a2___JR_HL 8243.JPG,Pepper__bell___healthy_df5a72ad-2928-4bcb-81d8-cfb85a3186a2___JR_HL 8243.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_df7005ca-2252-470b-aba5-e1eb43bb468e___JR_HL 5916.JPG,Pepper__bell___healthy_df7005ca-2252-470b-aba5-e1eb43bb468e___JR_HL 5916.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_df911e7c-0200-4e05-9076-6c40141bcbab___JR_HL 8273.JPG,Pepper__bell___healthy_df911e7c-0200-4e05-9076-6c40141bcbab___JR_HL 8273.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_df99e967-62ec-4d50-991f-c0dd948d0cf0___JR_HL 8586.JPG,Pepper__bell___healthy_df99e967-62ec-4d50-991f-c0dd948d0cf0___JR_HL 8586.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dfd700a9-cef2-453e-8006-52fd08c0ca35___JR_HL 8770.JPG,Pepper__bell___healthy_dfd700a9-cef2-453e-8006-52fd08c0ca35___JR_HL 8770.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dfe76f2d-7086-4c4c-9f6c-a6af6b666dee___JR_HL 7714.JPG,Pepper__bell___healthy_dfe76f2d-7086-4c4c-9f6c-a6af6b666dee___JR_HL 7714.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_dfeb1e66-f94b-4ad4-9ad3-ba50d9ac1a2d___JR_HL 7752.JPG,Pepper__bell___healthy_dfeb1e66-f94b-4ad4-9ad3-ba50d9ac1a2d___JR_HL 7752.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e00c6d8e-1363-4e9e-a30f-58c8972b1272___JR_HL 7636.JPG,Pepper__bell___healthy_e00c6d8e-1363-4e9e-a30f-58c8972b1272___JR_HL 7636.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e01d5bf1-6186-4e22-ade1-11a68d8a03ef___JR_HL 8593.JPG,Pepper__bell___healthy_e01d5bf1-6186-4e22-ade1-11a68d8a03ef___JR_HL 8593.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e027b3a9-1975-4a95-bc2b-10d361dd7ca2___JR_HL 8697.JPG,Pepper__bell___healthy_e027b3a9-1975-4a95-bc2b-10d361dd7ca2___JR_HL 8697.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e0333fd4-c11b-40f0-ab25-77de17fe3f0f___JR_HL 8018.JPG,Pepper__bell___healthy_e0333fd4-c11b-40f0-ab25-77de17fe3f0f___JR_HL 8018.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e03f89bc-a4ab-4afe-b25a-590fa91f1d28___JR_HL 8695.JPG,Pepper__bell___healthy_e03f89bc-a4ab-4afe-b25a-590fa91f1d28___JR_HL 8695.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e0bc5745-37b1-4207-855f-3cfadd2316d4___JR_HL 8457.JPG,Pepper__bell___healthy_e0bc5745-37b1-4207-855f-3cfadd2316d4___JR_HL 8457.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e0d0a755-6ed0-4cf1-b35d-87547f87a17a___JR_HL 8565.JPG,Pepper__bell___healthy_e0d0a755-6ed0-4cf1-b35d-87547f87a17a___JR_HL 8565.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e1348ee1-863c-42c8-b007-ac8f50697f0d___JR_HL 7842.JPG,Pepper__bell___healthy_e1348ee1-863c-42c8-b007-ac8f50697f0d___JR_HL 7842.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e18c0617-2154-4a2c-a1e6-f649fdb4db59___JR_HL 7755.JPG,Pepper__bell___healthy_e18c0617-2154-4a2c-a1e6-f649fdb4db59___JR_HL 7755.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e1b69d9c-2827-497f-9ff5-fb0908720a7e___JR_HL 8505.JPG,Pepper__bell___healthy_e1b69d9c-2827-497f-9ff5-fb0908720a7e___JR_HL 8505.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e2157d7b-cb1c-417a-8db6-679a20872be4___JR_HL 5960.JPG,Pepper__bell___healthy_e2157d7b-cb1c-417a-8db6-679a20872be4___JR_HL 5960.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e2181b5a-c576-48d9-8e03-ab8a9c6ff952___JR_HL 7812.JPG,Pepper__bell___healthy_e2181b5a-c576-48d9-8e03-ab8a9c6ff952___JR_HL 7812.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e218ac01-833d-42c9-b0d5-8e2719d8308b___JR_HL 8560.JPG,Pepper__bell___healthy_e218ac01-833d-42c9-b0d5-8e2719d8308b___JR_HL 8560.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e2895bd7-f8f5-46ea-86b1-d90fe9bc0800___JR_HL 8254.JPG,Pepper__bell___healthy_e2895bd7-f8f5-46ea-86b1-d90fe9bc0800___JR_HL 8254.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e2a0eacf-17a9-4bab-8d4d-fc0f3d1f6e87___JR_HL 8179.JPG,Pepper__bell___healthy_e2a0eacf-17a9-4bab-8d4d-fc0f3d1f6e87___JR_HL 8179.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e2a992f0-25ae-4519-89b6-9b23a4635eed___JR_HL 5917.JPG,Pepper__bell___healthy_e2a992f0-25ae-4519-89b6-9b23a4635eed___JR_HL 5917.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e2aeb321-f217-43d9-bd13-d109949601d5___JR_HL 8548.JPG,Pepper__bell___healthy_e2aeb321-f217-43d9-bd13-d109949601d5___JR_HL 8548.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e33a35bb-e830-470d-be7e-f21b136ab6bf___JR_HL 5894.JPG,Pepper__bell___healthy_e33a35bb-e830-470d-be7e-f21b136ab6bf___JR_HL 5894.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e34510f2-0d40-4385-a73f-f32317d24b59___JR_HL 7874.JPG,Pepper__bell___healthy_e34510f2-0d40-4385-a73f-f32317d24b59___JR_HL 7874.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e345cce1-fc94-4d67-b216-d23866e79e58___JR_HL 5992.JPG,Pepper__bell___healthy_e345cce1-fc94-4d67-b216-d23866e79e58___JR_HL 5992.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e3762d61-1481-4161-9577-bbbd69742711___JR_HL 8660.JPG,Pepper__bell___healthy_e3762d61-1481-4161-9577-bbbd69742711___JR_HL 8660.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e3a45ddd-c2f6-466c-b857-bf404a94b65c___JR_HL 8665.JPG,Pepper__bell___healthy_e3a45ddd-c2f6-466c-b857-bf404a94b65c___JR_HL 8665.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e3ff1fdf-81d0-4089-b76d-f2390159a247___JR_HL 8462.JPG,Pepper__bell___healthy_e3ff1fdf-81d0-4089-b76d-f2390159a247___JR_HL 8462.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e446272d-9fe1-4efc-b9c4-326acd6f3162___JR_HL 8460.JPG,Pepper__bell___healthy_e446272d-9fe1-4efc-b9c4-326acd6f3162___JR_HL 8460.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e4556f75-9a3d-4335-97de-c29d70383d57___JR_HL 7668.JPG,Pepper__bell___healthy_e4556f75-9a3d-4335-97de-c29d70383d57___JR_HL 7668.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e464db4e-8538-40a8-9012-7a5143bdf693___JR_HL 7882.JPG,Pepper__bell___healthy_e464db4e-8538-40a8-9012-7a5143bdf693___JR_HL 7882.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e5492788-1625-4143-bd13-99a075603fd5___JR_HL 8224.JPG,Pepper__bell___healthy_e5492788-1625-4143-bd13-99a075603fd5___JR_HL 8224.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e57adc99-0329-4dd4-96b7-0bb087c020cb___JR_HL 8706.JPG,Pepper__bell___healthy_e57adc99-0329-4dd4-96b7-0bb087c020cb___JR_HL 8706.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e6184b41-1a46-47f9-bcc7-d9f16859e50d___JR_HL 8208.JPG,Pepper__bell___healthy_e6184b41-1a46-47f9-bcc7-d9f16859e50d___JR_HL 8208.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e636b023-04af-4ffa-983f-70e2fe7324ff___JR_HL 8027.JPG,Pepper__bell___healthy_e636b023-04af-4ffa-983f-70e2fe7324ff___JR_HL 8027.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e64cc93e-5968-4cec-9ded-9dd9c0ae4ae1___JR_HL 8518.JPG,Pepper__bell___healthy_e64cc93e-5968-4cec-9ded-9dd9c0ae4ae1___JR_HL 8518.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e6a3e0cb-e1d4-4440-9440-f0b4f489ecc4___JR_HL 8742.JPG,Pepper__bell___healthy_e6a3e0cb-e1d4-4440-9440-f0b4f489ecc4___JR_HL 8742.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e6e6e606-abe8-40b0-b57a-fa5b5ce969b0___JR_HL 7835.JPG,Pepper__bell___healthy_e6e6e606-abe8-40b0-b57a-fa5b5ce969b0___JR_HL 7835.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e7afc78e-d40c-4fd5-af4d-fca29befde9c___JR_HL 8135.JPG,Pepper__bell___healthy_e7afc78e-d40c-4fd5-af4d-fca29befde9c___JR_HL 8135.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e7d0f9a3-f28d-4c66-aba7-ce7c831590f5___JR_HL 8249.JPG,Pepper__bell___healthy_e7d0f9a3-f28d-4c66-aba7-ce7c831590f5___JR_HL 8249.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e82c0356-bcb1-4d19-9ce2-a9b9bf9ccb16___JR_HL 8668.JPG,Pepper__bell___healthy_e82c0356-bcb1-4d19-9ce2-a9b9bf9ccb16___JR_HL 8668.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e8c23218-817b-49a4-ab02-95caed932ea6___JR_HL 7751.JPG,Pepper__bell___healthy_e8c23218-817b-49a4-ab02-95caed932ea6___JR_HL 7751.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
kaggle_images/Pepper__bell___healthy_e921cedb-b111-45d5-9dce-ce03a785fd27___JR_HL 7994.JPG,Pepper__bell___healthy_e921cedb-b111-45d5-9dce-ce03a785fd27___JR_HL 7994.JPG,Pepper__bell___healthy,Pepper__bell,healthy,Consult agricultural expert,False
